Movie Name,Director,Lead_Actor,Lead_Actress,Runtime ( .),Release Date,IMDb_Rating,Language,Animated,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western,Music_Rating,Music_Director,CBFC/MPAA,Popularity of Lead Actor (POAM),Popularity of Lead Actress (POAF),Popularity of Director (POD),CSS,Follower Count (Lead Actor),Follower Count (Lead Actress),BO Collection (Total),1st Week,2nd Week,3rd Week,4th Week,Overseas Collection,Budget,Trailer Views,Trailer Likes (K),No. of Screens,Verdict
Final Destination,James Wong,Devon Sawa,Ali Larter,98,3/17/2000,6.7,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.7,Shirley Walker,R,0.31,0.43,0.67,0,67M,78M,112.9,23,51.9,47.7,14.2,64.9,26,"4,20,000",47,"2,527",Successful
The Ides of March,George Clooney,Ryan Gosling,Philip Seymour Hoffman,101,10-07-2011,7.1,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,Alexandre Desplat,R,0.06,0.09,0.37,0.31,12M,24M,76.1,9.2,59.5,38.3,15.3,43.2,21,"4,20,000",58,"2,231",Successful
Pitch Black,David Twohy,Vin Diesel,Radha Mitchell,109,2/18/2000,7.1,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,7.4,Graeme Revell,R,0.36,0.05,0.5,0.35,16M,20M,53.2,10.7,31.8,39.1,14,31.8,18,"3,20,000",53,"1,847",Successful
Someone Like You,Tony Goldwyn,Ashley Judd,Hugh Jackman,97,3/30/2001,6.1,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,David Kitay,PG-13,0.11,0,0.33,0.35,33.6K,537K,30.4,10.2,5.4,3.2,2.1,12.7,5,"2,40,000",15,"1,180",Average
Vanity Fair,Mira Nair,Reese Witherspoon,James Purefoy,141,09-01-2004,6.2,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Mychael Danna,PG-13,0.16,0.68,0.2,0.45,386K,467K,66.3,9.5,4.7,2.4,1.2,44.7,58,1300000,14,3000,Hit
Bodyguards and Assassins,Teddy Chan,Donnie Yen,Leon Lai,139,12/18/2009,6.8,"Cantonese, English",Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Peter Kam,PG-13,0.41,0.28,0.33,0.35,7M,84M,41.1,5.9,2.9,1.4,0.7,48.1,58,1300000,14K,3000,Hit
1408,Mikael Håfström,John Cusack,Samuel L. Jackson,104,6/22/2007,6.8,English,Live Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Gabriel Yared,PG-13,0.45,0.37,0.5,0.35,11M,326K,15.6,2.2,1.1,0.6,0.3,132,63,"26,00,000",25,3000,Blockbuster
Spaceballs,Mel Brooks,Mel Brooks,John Candy,96,6/24/1987,7.1,English,Live Action,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,John Morris,PG,0.46,0.69,0.83,0.3,5M,82K,38.1,5.4,2.7,1.4,0.7,4.8,48,1500000,15,3000,Hit
The Water Diviner,Russell Crowe,Russell Crowe,Olga Kurylenko,111,12/26/2014,7,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,David Hirschfelder,R,0.7,0.83,0.15,0.3,422K,851K,15.4,2.2,1.1,0.6,0.3,20.5,63,1900000,20,3000,Hit
Ghost,Jerry Zucker,Patrick Swayze,Demi Moore,127,7/13/1990,7,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,Maurice Jarre,PG-13,0.42,0.46,0.8,0.35,6M,7M,505.7,72.2,36.1,18,9,281.6,61,2500000,24,3000,Blockbuster
There's Something About Mary,Peter Farrelly,Cameron Diaz,Matt Dillon,119,7/15/1998,7.1,English,Live Action,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Jonathan Richman,R,0.25,0.62,0.8,0.35,386K,9M,369.9,52.8,26.4,13.2,6.6,227,61,2400000,23,3000,Blockbuster
The Santa Clause,John Pasquin,Tim Allen,Wendy Crewson,97,11-11-1994,6.5,English,Live Action,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Michael Convertino,PG,0.31,0.43,0.67,0.45,386K,3M,189.8,27.1,13.6,6.8,3.4,47.2,60,1100000,12,3000,Hit
The Rookie,John Lee Hancock,Dennis Quaid,Rachel Griffiths,127,3/29/2002,7,English,Live Action,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Carter Burwell,G,0.06,0.09,0.37,0.5,406K,724K,80.8,11.5,5.7,2.9,1.4,32.4,58,"12,00,000",13,3000,Hit
Breakin' All the Rules,Daniel Taplitz,Eddie Murphy,Jennifer Esposito,85,5/14/2004,5.6,English,Live Action,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.2,Marcus Miller,R,0.36,0.05,0.5,0.57,67M,28.1M,773.8,2.15,66.47,36.97,25.7,55,31,2110360,16.6,1500,Blockbuster
Henry V,Kenneth Branagh,Olivia Hussey,Kenneth Branagh,137,11-08-1989,7.5,English,Live Action,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.2,Patrick Doyle,R,0.11,0,0.33,0.45,111K,217K,100.6,23.8,11.25,6.44,3.92,30,50,"21,10,361",16.3,5000,Hit
The Savages,Tamara Jenkins,Jamie Foxx,Laura Linney,113,1/17/2008,7.1,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,Stephen Trask,PG-13,0.16,0.68,0.2,0.3,67M,24.1M,3.5,1.1,0.25,0.25,0.21,20,55,2110362,16.1,1000,Superhit
Chasing Papi,Linda Mendoza,Kenneth Branagh,Roselyn Sánchez,80,4/16/2003,4.7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.2,Roberto M. Valle,PG-13,0.94,0.21,0.6,0.3,422K,3M,65.97,6.67,8.31,6.17,5.04,30,88,2110363,15.8,10000,Flop
The Way of the Gun,Christopher McQuarrie,Laura Linney,Benicio Del Toro,119,09-08-2000,6.6,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Joe Kraemer,R,0.77,0.33,0.5,0.55,386K,2M,92.94,66.3,7.4,6.9,4.84,25,103,"21,10,364",15.6,5000,Average
Igby Goes Down,Burr Steers,Eduardo Verástegui,Kieran Culkin,98,10-04-2002,6.9,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,Rolfe Kent,PG,0.32,0.33,0.33,0.35,13M,84M,1050.3,364.15,94.75,46.95,14.33,25,121,"21,10,365",15.4,5000,Superhit
PCU,Hart Bochner,Ryan Phillippe,Jeremy Piven,79,4/29/1994,6.5,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Kevin Kiner,R,0.5,0.54,0.82,0.4,958K,81M,207,94.75,11.5,5.07,3.13,25,33,2110366,15.2,1000,Hit
The Ultimate Gift,Michael O. Sajbel,Kieran Culkin,Abigail Breslin,114,03-09-2007,7.3,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.1,Mark McKenzie,R,0.28,0.5,0.48,0.36,67M,9M,1250,609.7,185.5,115.25,54.35,25,120,2110367,15,5000,Superhit
The Ice Pirates,Stewart Raffill,Jeremy Piven,Mary Crosby,91,3/16/1984,5.6,English,Live Action,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.6,James Horner,PG-13,0.6,0.29,0.29,0.35,32M,32M,340.92,97.3,108.97,30.95,9.95,25,89,"21,10,368",14.8,5000,Hit
Gracie,Davis Guggenheim,Drew Fuller,Carly Schroeder,95,06-01-2007,6.1,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,Mark Isham,PG,0.32,0.39,0.32,0.25,386K,2M,291.95,128.16,49.95,15.03,7.02,25,84,"21,10,369",14.6,"3,400",Superhit
Trust the Man,Bart Freundlich,Robert Urich,David Duchovny,103,09-01-2006,5.7,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,Alex Wurman,PG,0.5,0.23,0.75,0.5,610K,759K,146.3,14.75,10.87,4.2,1.46,25,120,2110370,14.4,"4,336",Hit
Hamlet 2,Andrew Fleming,Carly Schroeder,Steve Coogan,92,8/27/2008,6.3,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.8,Andrew Bird,PG-13,0.13,0.23,0.5,0.3,2M,11M,5.01,1.01,1.06,0.82,1.02,45,136,"21,10,371",14.2,"2,000",Superhit
Velvet Goldmine,Todd Haynes,David Duchovny,Ewan McGregor,118,10/23/1998,6.9,English,Live Action,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Carter Burwell,R,0.33,0.46,1,0.6,104K,5M,324,110.61,45.45,20.62,8.34,25,103,2110372,14,50,Hit
The Wailing,Na Hong-jin,Steve Coogan,Jun Kunimura,156,06-03-2016,7.4,English,Live Action,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,Jonathan Rhys Meyers,R,0.19,0.37,0.45,0.4,10M,52K,320,107.61,45.45,20.62,8.34,25,88,2110373,13.8,"2,000",Hit
The Legend of Suriyothai,Chatrichalerm Yukol,Ewan McGregor,M.L. Pundhevanop Dhewakul,142,8/17/2001,6.4,English,Live Action,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Richard Marvin,R,0.29,0.37,0.26,0.3,10M,74K,41.4,22.75,4.3,1.31,0.29,25,110,2110374,13.6,"1,000",Hit
Two Evil Eyes,Dario Argento,Jun Kunimura,Adrienne Barbeau,120,10/25/1991,6.1,Korean,Live Action,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,Pino Donaggio,TV-MA,0.41,0.28,0.33,0,10M,100K,50.9,11.6,7.92,5.4,3.58,25,136,"21,10,375",13.4,"2,641",Superhit
Barbecue,Eric Lavaine,M.L. Piyapas Bhirombhakdi,Rebecca Romijn,98,12/26/2014,6.1,Thai,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3,Jonny Greenwood,R,0.45,0.37,0.5,0.35,57M,479K,21.4,3.9,3.1,2.5,1.3,25,104,"21,10,376",13.2,"1,500",Hit
All or Nothing,Mike Leigh,Adrienne Barbeau,Timothy Spall,128,10/18/2002,7.5,English,Live Action,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.6,Craig Richey,R,0.46,0.69,0.83,0.42,57M,218K,69.12,17.61,12.39,5.03,2.47,34.2,151,"21,10,377",13,"3,434",Hit
Princess Kaiulani,Marc Forby,Lambert Wilson,Shirley MacLaine,130,5/14/2010,6.1,French,Live Action,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,Craig Armstrong,Not Rated,0.7,0.83,0.15,0.25,149K,9M,193,36.95,21.15,12.1,5.38,25,90,2110378,12.8,500,Hit
Opal Dream,Peter Cattaneo,Timothy Spall,Emilie de Ravin,86,11/22/2006,6.5,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.8,Paul Grabowsky,R,0.42,0.46,0.8,0.5,17M,479K,50.04,37.66,2.4,0,0,25,139,2110379,12.6,"1,000",Superhit
Flame,Ingrid Sinclair,Q'orianka Kilcher,Maria Bello,88,03-05-1998,6.9,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.7,George Fenton,PG,0.41,0.47,0.33,0.5,405K,479K,197,56.59,35.04,18.21,7.95,25,129,2110380,12.4,300,Hit
Undiscovered,Meiert Avis,Sapphire Blossom,Emily Blunt,97,8/26/2005,4.2,English,Live Action,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.4,Danny Elfman,PG,0.13,0.37,1,0.38,530K,6M,119.49,33.4,19.3,8.27,4.98,25,32,"21,10,381",12.2,"4,000",Hit
The Girl on the Train,Tate Taylor,Marian Kunonga,Julia Roberts,112,10-07-2016,6.5,English,Live Action,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.1,Nicholas Pike,N/A,0.44,0.4,0.4,0.5,13M,216M,168.76,73.94,18.67,3.4,0.35,25,129,2110382,12,"1,000",Superhit
Veronika Decides to Die,Emily Young,Kip Pardue,Paul Giamatti,103,1/20/2015,6.3,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,Michael Brook,PG-13,0.5,0.41,0.2,0.2,2M,1.7M,359.73,71.53,62.54,37.04,29.28,25,144,2110383,11.8,"1,000",Average
Crocodile Dundee,Peter Faiman,Emily Blunt,John C. McGinley,97,9/26/1986,6.6,English,Live Action,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,Brian Tyler,R,0.51,0.5,0.51,0.75,2M,5.1M,20.84,3.5,4.22,3.77,2.86,25,127,2110384,11.6,"3,000",Flop
"Ultramarines: A Warhammer 40,000 Movie",Martyn Pick,Sarah Michelle Gellar,Elliot Gould,76,12/13/2010,5.5,English,Animated,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.7,Theodore Shapiro,R,0.25,0.5,0.33,0.35,2M,4.5M,5.01,0.6,0.7,0.67,0.84,25,147,2110380,12.4,"1,000",Average
The I Inside,Roland Suso Richter,Paul Hogan,Anna Faris,90,5/21/2004,6,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.2,Craig Richey,PG-13,0.31,0.62,0.5,1,17M,6M,180.76,60.38,35.14,17.14,9.99,26,135,"21,10,381",12.2,"1,000",Superhit
Beneath Hill 60,Jeremy Sims,Terence Stamp,Maria Bello,122,4/15/2010,7,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.4,Edward Shearmur,R,0.06,0.43,0.38,0.3,2.1M,6M,157,52.74,29.45,10.4,5.47,25,125,2110382,12,900,Hit
Polisse,MaÃ¯wenn,Ryan Phillippe,Amy Irving,127,10/19/2011,7.3,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,George Fenton,R,0.36,0.09,0.38,0.35,72M,6M,1647.73,275.25,117.39,60.46,31.1,37,149,2110383,11.8,"1,000",Superhit
Awake,Joby Harold,Brendan Cowell,Cate Blanchett,84,11/30/2007,6.5,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.6,Lisa Gerrard,R,0.11,0.05,0.15,0.35,958K,6M,7,2.9,2.1,1.5,0.5,25,140,2110384,11.6,"1,000",Flop
Skin Trade,Ekachai Uekrongtham,Karin Viard,Harrison Ford,96,4/23/2015,5.6,French,Live Action,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.3,Keith Power,Not Rated,0.16,0,0,1,958K,4M,48.7,23.25,2.75,1.12,0.55,23,133,2110385,11.4,"1,000",Average
The Lost Boys,Joel Schumacher,Hayden Christensen,Kodi Smit-McPhee,97,7/31/1987,7.2,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,Rory Gallagher,R,0.94,0.68,0.94,0.5,1M,164K,91.71,24.03,12.97,7.65,3.35,25,127,2110386,11.2,"3,000",Superhit
Crazy Heart,Scott Cooper,Dolph Lundgren,Lori Petty,112,02-05-2010,7.2,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.4,Javier Navarrete,R,0.77,0.21,0.28,0.25,4.1M,656K,7.02,3.21,2.11,1.2,0.5,25,146,2110387,11,"3,000",Hit
The Rose,Mark Rydell,Jason Patric,Kang-ho Song,125,11-07-1979,6.9,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.6,Christophe Beck,R,0.32,0.33,0.58,0.25,12.6M,9.1M,6.7,3.1,1.9,1.1,0.6,25,153,2110388,10.8,"3,000",Hit
Baggage Claim,David E. Talbert,Jeff Bridges,John Belushi,96,9/27/2013,5.1,English,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,Kenji Kawai,R,0.5,0.33,0.6,0.35,41.2M,9.1M,158.54,89.3,14.7,4,1.36,30,132,2110389,10.6,"2,500",Hit
Barbarella,Roger Vadim,Bette Midler,Kate Winslet,98,10-10-1968,5.8,English,Live Action,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,Rob Simonsen,R,0.28,0.54,0.6,0.35,3.5M,137K,8.56,2.11,3.2,2.45,2.14,27,72,2110315,22.6,"1,500",Average
Shipwrecked,Nils Gaup,Paula Patton,Kiefer Sutherland,92,03-01-1991,6.5,English,Live Action,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,Howard Shore,PG-13,0.63,0.5,0.67,0.35,452K,137K,103.85,56.51,13.87,1.13,0.4,27,73,2110316,22.1,"3,000",Blockbuster
Election,Alexander Payne,Jane Fonda,R. Madhavan,103,05-07-1999,7.3,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.2,Thomas Newman,Approved,0.48,0.64,0.8,0.4,55.7M,64.1K,5.7,2.3,1.9,1.2,0.3,27,74,"21,10,317",22,"1,000",Superhit
The Namesake,Mira Nair,Stian Smestad,Nicoletta Braschi,122,04-06-2007,7.5,Norwegian,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,Barrington Pheloung,PG,0.67,0.33,0.67,0.35,55.7M,64.1K,3.3,1.5,1.1,0.3,0.1,27,75,"21,10,318",21,4000,Hit
The DUFF,Ari Sandel,Matthew Broderick,B. Joo-hyun,101,2/20/2015,6.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,Danny Elfman,R,0.57,0.37,0.37,0.25,16.5M,137K,215.41,68.83,40.47,24.23,15.3,27,76,"21,10,319",21,3000,Blockbuster
Glitter,Vondie Curtis-Hall,Kal Penn,Toni Collette,104,9/21/2001,2.4,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.6,Kerry Muzzey,PG-13,0.49,0.72,0.5,0.35,10.8M,5.2M,431,173.22,57.43,30.18,6.19,25,77,2110320,20.1,3000,Average
The Haunting in Connecticut 2: Ghosts of Georgia,Tom Elkins,Mae Whitman,Martin Donovan,100,02-01-2013,5.3,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6,Jonathan Goldsmith,PG-13,0.67,0.35,0.33,0.35,16M,137K,82.35,23.5,15.3,6.15,2.05,25,78,2110321,19.6,2000,Blockbuster
Silmido,Woo-Suk Kang,Mariah Carey,Christina Milian,135,12/24/2003,N/A,English,Live Action,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,James Horner,PG-13,0.21,0.07,0.2,0,5.9M,3.2M,266.88,92.05,49.7,21.4,12.99,25,79,2110322,19.1,7500,Blockbuster
Bright Star,Jane Campion,Abigail Spencer,James Karen,119,10-09-2009,6.9,English,Live Action,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.5,Dario Marianelli,R,0.7,0.83,0.15,0.2,13.2M,2.6M,5,2.1,1.5,1.2,0.2,25,80,2110323,18.6,5000,Blockbuster
My Name Is Khan,Karan Johar,Shah Rukh Khan,Minka Kelly,165,02-12-2010,7.9,for two years they are subjec...,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,Sarvam Patel,Not Rated,0.42,0.46,0.8,0.25,12.6M,15.5M,9.4,3.5,3.1,2.2,1.2,25,81,"21,10,324",18.1,500,Superhit
All Is Lost,J.C. Chandor,Abbie Cornish,Pim Van Hoeve,106,10/25/2013,6.9,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.5,Dario Marianelli,PG,0.41,0.47,0.33,0.35,14.5K,849K,400.61,79.07,55.79,30.12,15.63,25,82,2110325,17.6,1000,Blockbuster
Limbo,John Sayles,Shah Rukh Khan,Ben Mendelsohn,126,06-04-1999,7,English,Live Action,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,Alex Heffes,PG-13,0.13,0.37,1,0.35,3.6M,137K,653.6,71.71,50.58,28.16,20.95,25,83,2110326,17.1,200,Superhit
Namastey London,Vipul Amrutlal Shah,Robert Redford,Burt Lancaster,128,3/23/2007,7.1,Hindi,Live Action,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,Howard Shore,PG-13,0.44,0.4,0.4,0.25,2M,3.3M,767,102.48,50.87,25.37,14.77,25,84,2110327,16.6,500,Hit
The Wind that Shakes the Barley,Ken Loach,David Strathairn,John Cusack,127,3/23/2007,7.5,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6.8,A.R. Rahman,R,0.5,0.41,0.2,0.41,710K,2M,490.87,60.11,33.45,16.06,9.48,25,85,2110328,16.1,1000,Superhit
Repo! The Genetic Opera,Darren Lynn Bousman,Ranbir Kapoor,Kristen Stewart,98,11/20/2008,6.4,Hindi,Live Action,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,Gustavo Santaolalla,Not Rated,0.51,0.5,0.51,0.55,804K,602K,219.52,19.81,8.52,4.41,0.89,25,88,2110331,14.6,1000,Hit
Pulp Fiction,Quentin Tarantino,Robert Taylor,Meredith Monroe,154,10/14/1994,8.9,English,Live Action,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,Ryuichi Sakamoto,Not Rated,0.25,0.5,0.33,0.35,25.3M,32M,498.44,102.1,46.46,21.6,14.25,25,89,2110332,14.1,3000,Hit
The Muppet Movie,James Frawley,Paul Sorvino,Alice Krige,95,6/22/1979,7.6,English,Live Action,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Olivier Bernet,R,0.31,0.62,0.5,0.83,11M,4.3M,535.66,58.75,51.27,33.34,18.24,25,90,"21,10,333",13.6,1500,Hit
Nightcrawler,Dan Gilroy,John Travolta,Saranya Ponvannan,117,10/31/2014,7.8,English,Live Action,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.2,Patrick Doyle,R,0.06,0.43,0.38,0.3,3.9M,6.9M,30.61,17.83,2.85,0.21,0.11,25,91,2110334,13.1,300,Superhit
Club Dread,Jay Chandrasekhar,Jim Henson,Abhishek Bachchan,104,2/27/2004,5.6,English,Live Action,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,Marc Shaiman,G,0.36,0.09,0.38,0.25,3.8M,1.1M,197.61,61.93,31.08,12.6,8,25,92,2110335,12.8,1000,Hit
The Sound of Music,Robert Wise,Jake Gyllenhaal,Robert Redford,172,04-01-1965,8.1,English,Live Action,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.3,Diana King,R,0.11,0.05,0.15,0.55,958K,236K,115.94,21.31,15.23,11.68,9.82,25,93,2110336,12.4,1500,Hit
Splash,Ron Howard,Jay Chandrasekhar,David Clennon,111,03-09-1984,6.3,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,Tyler Bates,R,0.16,0,0,0.25,7M,467K,46.06,14.49,10.26,8,3.84,25,94,2110337,11.9,2000,Hit
Little Miss Sunshine,Jonathan Dayton,Julie Andrews,Rahul Khanna,101,8/18/2006,7.8,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,Steve Porcaro,G,0.94,0.68,0.94,0.35,62M,1.7M,92.67,9.38,23.03,11.8,7.47,25,95,2110338,11.5,10000,Superhit
Stand by Me,Rob Reiner,Tom Hanks,Robert Redford,89,8/22/1986,8.1,English,Live Action,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,Sigmund Groven,PG,0.77,0.21,0.28,0.5,67M,182M,41.06,12.92,6.23,3.93,1.96,25,96,2110339,11.2,1000,Hit
28 Days Later,Danny Boyle,Steve Carell,Rebecca Hall,113,6/27/2003,7.5,English,Live Action,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.2,Glenn Tipton,R,0.32,0.33,0.58,0.35,10.6M,2.5M,94.05,8.82,28.63,13.33,8.29,25,97,2110340,11.1,1000,Hit
